team.home,away.team,H_buildUpPlaySpeedClass,H_buildUpPlayDribblingClass,H_buildUpPlayPassingClass,H_buildUpPlayPositioningClass,H_chanceCreationPassingClass,H_chanceCreationCrossingClass,H_chanceCreationShootingClass,H_chanceCreationPositioningClass,H_defencePressureClass,H_defenceAggressionClass,H_defenceTeamWidthClass,A_buildUpPlaySpeedClass,A_buildUpPlayDribblingClass,A_buildUpPlayPassingClass,A_buildUpPlayPositioningClass,A_chanceCreationPassingClass,A_chanceCreationCrossingClass,A_chanceCreationShootingClass,A_chanceCreationPositioningClass,A_defencePressureClass,A_defenceAggressionClass,A_defenceTeamWidthClass,result
Liverpool,Sunderland,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
West Ham United,Hull City,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Arsenal,Manchester City,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,draw
Crystal Palace,Chelsea,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,win
Manchester United,Aston Villa,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Southampton,Newcastle United,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Stoke City,Hull City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Swansea City,Norwich City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,win
West Bromwich Albion,Cardiff City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,draw
Fulham,Everton,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Liverpool,Tottenham Hotspur,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Sunderland,West Ham United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,lose
Aston Villa,Fulham,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,lose
Cardiff City,Crystal Palace,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,lose
Chelsea,Stoke City,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Hull City,Swansea City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Manchester City,Southampton,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Newcastle United,Manchester United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,lose
Norwich City,West Bromwich Albion,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Everton,Arsenal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,win
West Ham United,Liverpool,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Tottenham Hotspur,Sunderland,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Crystal Palace,Aston Villa,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Fulham,Norwich City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,win
Southampton,Cardiff City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,lose
Stoke City,Newcastle United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Sunderland,Everton,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
West Bromwich Albion,Tottenham Hotspur,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Liverpool,Manchester City,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,win
Swansea City,Chelsea,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,lose
Arsenal,West Ham United,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,win
Everton,Crystal Palace,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,lose
Manchester City,Sunderland,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Aston Villa,Southampton,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,draw
Cardiff City,Stoke City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Chelsea,Sunderland,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Newcastle United,Swansea City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,lose
Tottenham Hotspur,Fulham,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,win
West Ham United,Crystal Palace,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,lose
Everton,Manchester United,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,win
Hull City,Arsenal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,lose
Norwich City,Liverpool,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Manchester City,West Bromwich Albion,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Fulham,Hull City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Manchester United,Norwich City,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,win
Southampton,Everton,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Stoke City,Tottenham Hotspur,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Swansea City,Aston Villa,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
West Bromwich Albion,West Ham United,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,win
Crystal Palace,Manchester City,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,lose
Liverpool,Chelsea,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,lose
Sunderland,Cardiff City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,win
Arsenal,Newcastle United,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Aston Villa,Hull City,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Everton,Manchester City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,lose
Manchester United,Sunderland,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Newcastle United,Cardiff City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,win
Stoke City,Fulham,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,win
Swansea City,Southampton,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,lose
West Ham United,Tottenham Hotspur,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Arsenal,West Bromwich Albion,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Chelsea,Norwich City,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,draw
Crystal Palace,Liverpool,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Manchester United,Hull City,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Manchester City,Aston Villa,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Sunderland,West Bromwich Albion,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Cardiff City,Chelsea,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,lose
Fulham,Crystal Palace,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,draw
Hull City,Everton,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Liverpool,Newcastle United,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Manchester City,West Ham United,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,win
Norwich City,Arsenal,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,lose
Southampton,Manchester United,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,draw
Sunderland,Swansea City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,lose
Tottenham Hotspur,Aston Villa,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
West Bromwich Albion,Stoke City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Arsenal,Crystal Palace,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,win
Leicester City,Everton,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Manchester United,Swansea City,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,lose
Queens Park Rangers,Hull City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Stoke City,Aston Villa,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
West Bromwich Albion,Sunderland,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
West Ham United,Tottenham Hotspur,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Liverpool,Southampton,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Newcastle United,Manchester City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,lose
Burnley,Chelsea,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,lose
Aston Villa,Newcastle United,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Chelsea,Leicester City,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,win
Crystal Palace,West Ham United,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,lose
Everton,Arsenal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,draw
Southampton,West Bromwich Albion,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Swansea City,Burnley,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,win
Hull City,Stoke City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Sunderland,Manchester United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,draw
Tottenham Hotspur,Queens Park Rangers,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Manchester City,Liverpool,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Burnley,Manchester United,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,draw
Everton,Chelsea,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,lose
Manchester City,Stoke City,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Newcastle United,Crystal Palace,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,draw
Queens Park Rangers,Sunderland,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Swansea City,West Bromwich Albion,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
West Ham United,Southampton,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,lose
Aston Villa,Hull City,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Leicester City,Arsenal,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,draw
Tottenham Hotspur,Liverpool,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Arsenal,Manchester City,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,draw
Chelsea,Swansea City,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Crystal Palace,Burnley,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,draw
Liverpool,Aston Villa,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Southampton,Newcastle United,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Stoke City,Leicester City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,lose
Sunderland,Tottenham Hotspur,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
West Bromwich Albion,Everton,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Manchester United,Queens Park Rangers,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Hull City,West Ham United,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,draw
Aston Villa,Arsenal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,lose
Burnley,Sunderland,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Newcastle United,Hull City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Queens Park Rangers,Stoke City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Swansea City,Southampton,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,lose
West Ham United,Liverpool,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Everton,Crystal Palace,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,lose
Leicester City,Manchester United,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,win
Manchester City,Chelsea,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,draw
Tottenham Hotspur,West Bromwich Albion,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Arsenal,Tottenham Hotspur,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Chelsea,Aston Villa,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Crystal Palace,Leicester City,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,win
Hull City,Manchester City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,lose
Liverpool,Everton,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Manchester United,West Ham United,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,win
