season,away_team_api_id,home_team_api_id,H_overall_rating,A_overall_rating,H_potential,A_potential,H_buildUpPlaySpeedClass,H_buildUpPlayDribblingClass,H_buildUpPlayPassingClass,H_buildUpPlayPositioningClass,H_chanceCreationPassingClass,H_chanceCreationCrossingClass,H_chanceCreationShootingClass,H_chanceCreationPositioningClass,H_defencePressureClass,H_defenceAggressionClass,H_defenceTeamWidthClass,A_buildUpPlaySpeedClass,A_buildUpPlayDribblingClass,A_buildUpPlayPassingClass,A_buildUpPlayPositioningClass,A_chanceCreationPassingClass,A_chanceCreationCrossingClass,A_chanceCreationShootingClass,A_chanceCreationPositioningClass,A_defencePressureClass,A_defenceAggressionClass,A_defenceTeamWidthClass,result
2011/2012,9825,8659,823.5613065,836,874.9220714,895,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,3
2011/2012,8602,8528,783,796,838,830,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
2012/2013,8472,9825,853,796,916,869,1,1,1,2,2,2,1,1,2,3,2,3,1,2,2,2,3,2,2,2,3,2,1
2012/2013,9850,9879,826,774,865,839,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2012/2013,8586,10261,834,866,900,916,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10003,10172,810,806,865,877,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
2012/2013,10194,9798,761,810,804,865,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,1
2012/2013,8650,8659,808,893,848,928,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2012/2013,10252,8654,787,803,818,866,2,1,2,2,2,2,2,2,1,3,2,3,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8466,8456,892,824.5299233,946,835,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8455,8528,791,890,842,925,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,10260,8668,836,892,866,941,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,9798,8455,895,757,939,795,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8668,10252,793,844,873,870,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,10261,8455,877,843,933,901,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2012/2013,9879,10260,864,822,931,868,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10172,9850,782,817,830,861,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8528,8466,782,798,836,845,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8654,10003,808,801,879,839,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
2012/2013,8659,8586,860,792,913,835,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8456,8650,833,888,912,934,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2012/2013,9825,10194,810,855,865,906,3,1,3,2,2,3,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,1
2012/2013,10172,8456,891,843,940,865,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8472,10003,807,822,879,884,1,1,1,2,2,2,2,1,2,3,2,3,1,2,2,2,3,2,2,2,3,2,1
2012/2013,9850,8586,849,785,907,832,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2012/2013,8668,8659,798,850,845,874,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,9879,8654,797,833,837,857,2,1,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10194,8528,797,803,840,865,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,1
2012/2013,9825,8650,875,847,922,904,2,1,2,2,2,3,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,3
2012/2013,10252,10261,840,783,902,858,2,1,2,2,2,3,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,1
2012/2013,10260,8466,764,877,830,927,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8466,9825,839,824.5299233,915,841,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10003,10252,789,785,866,852,3,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
2012/2013,8659,9879,822,793,851,835,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8528,10260,858,792,907,833,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8654,9850,786,787,830,822,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,1
2012/2013,8455,10172,833,883,865,920,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8456,10194,821,874,875,938,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2012/2013,8650,8472,810,877,875,928,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2012/2013,8586,9798,758,865,803,915,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,10261,8668,839,829,870,878,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2012/2013,10194,8455,883,804,941,873,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
2012/2013,10252,8466,757,807,830,869,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8668,10003,789,853,855,882,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,9798,8659,803,761,863,809,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8472,8654,788,816,823,875,2,1,2,2,2,2,2,2,1,3,2,3,1,2,2,2,3,2,2,2,3,2,1
2012/2013,9879,8528,795,832,840,855,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,10260,8650,861,865,915,916,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,9825,8456,885,850,939,903,2,1,2,2,2,2,2,1,2,3,2,1,1,1,2,2,2,1,1,2,3,2,1
2012/2013,9850,10261,820,788,880,836,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2012/2013,10172,8586,857,844,910,876,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8455,9825,839,910,909,945,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8466,8668,841,754,880,811,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8456,9879,839,883,861,946,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
2012/2013,8586,10260,863,868,911,920,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8650,9850,787,853,829,917,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
2012/2013,10261,9798,767,819,797,878,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2012/2013,10003,10194,816,793,873,873,3,1,3,2,2,3,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
2012/2013,8528,8472,818,800,881,846,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8659,10252,790,800,851,842,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8654,10172,836,795,870,834,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,3
2012/2013,9850,8455,894,783,943,830,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2012/2013,8472,8456,886,816,931,881,2,1,2,2,2,2,2,1,2,3,2,3,1,2,2,2,3,2,2,2,3,2,2
2012/2013,9798,10003,790,754,863,800,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,10172,8659,811,847,848,865,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,9825,8654,790,852,838,909,2,1,2,2,2,2,2,2,1,3,2,1,1,1,2,2,2,1,1,2,3,2,3
2012/2013,8668,8528,797,853,840,882,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,10194,8650,833,804,906,873,2,1,2,2,2,3,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,1
2012/2013,10260,10261,814,858,881,920,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,9879,8466,752,812,803,848,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,10252,8586,858,772,921,845,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10252,9879,831,794,860,854,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2
2012/2013,9798,8650,812,751,884,801,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10194,10260,865,804,919,869,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
2012/2013,9825,9850,792,857,830,907,2,1,2,2,2,3,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,2
2012/2013,8528,10003,794,792,868,833,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8455,8586,845,903,903,943,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8456,8659,801,887,853,943,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
2012/2013,8466,8654,805,784,856,839,2,1,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8668,10172,841,847,896,876,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,10261,8472,818,849,884,904,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2012/2013,10172,9825,864,847,914,897,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,9850,10252,784,788,843,831,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2012/2013,10003,8456,882,794,944,875,2,1,2,2,2,2,2,1,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
2012/2013,9879,9798,761,845,789,859,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8472,10194,816,802,869,876,3,1,3,2,2,3,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,1
2012/2013,8654,8528,797,809,840,847,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
2012/2013,10260,8455,883,874,941,931,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8650,8668,840,824.5299233,881,898,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2012/2013,8659,10261,835,813,879,858,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8586,8466,777,871,833,921,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8668,9879,822,853,855,882,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,9825,10260,865,876,927,916,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,2
2012/2013,10194,9850,795,807,836,867,2,1,2,2,2,3,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
2012/2013,10252,8472,817,768,875,855,3,1,2,2,2,3,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8455,10003,780,877,842,928,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8528,8586,855,803,912,841,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8456,8654,800,883,848,950,2,1,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2012/2013,10261,8650,812,835,885,896,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2012/2013,9798,10172,817,733,874,777,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8466,8659,810,769,858,840,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,9879,9825,862,840,908,864,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,10260,10252,757,873,841,928,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8472,8668,841,824,880,887,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,2
2012/2013,9850,9798,751,795,773,838,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2012/2013,10003,8466,743,789,839,839,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,1
2012/2013,10172,10194,824,833,876,886,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8659,8528,801,799,841,861,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8650,8455,868,824.5299233,931,880,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2012/2013,8586,8456,882,871,940,921,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8654,10261,826,800,895,838,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,3
2012/2013,8586,9825,883,862,930,917,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8528,8650,835,796,902,848,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10252,8456,896,752,955,846,2,1,2,2,2,2,2,1,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10003,10261,819,793,882,849,2,1,2,2,2,3,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
2012/2013,10260,9850,795,872,836,921,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8466,10172,823,759,882,855,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8668,9798,753,851,783,875,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8455,8659,800,872,853,925,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8472,9879,825,827,861,879,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,3
2012/2013,10194,8654,794,814,849,873,2,1,2,2,2,2,2,2,1,3,2,3,1,3,2,2,3,2,2,2,3,2,1
2012/2013,9825,10252,763,848,837,919,3,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,1
2012/2013,9850,8668,829,784,863,839,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2012/2013,10172,10260,865,807,919,855,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,9879,10194,816,832,875,849,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8659,8472,821,802,876,844,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,9798,8528,789,742,839,786,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8456,8455,879,885,940,947,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2012/2013,10261,8466,748,822,839,891,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2012/2013,8650,10003,786,843,855,903,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2012/2013,8654,8586,862,802,924,862,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
2012/2013,9798,10252,754,735,835,785,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10172,8472,815,827,869,876,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8654,10260,854,796,920,831,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
2012/2013,9850,8466,748,775,839,831,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2012/2013,10261,10194,816,830,875,888,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2012/2013,8659,10003,783,805,859,850,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8650,8586,867,874,919,921,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2012/2013,8456,8528,787,883,840,940,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
2012/2013,9879,8455,861,823,926,846,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,9825,8668,838,877,872,934,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,1
2012/2013,10003,9825,858,793,927,857,1,1,1,2,2,2,1,1,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
2012/2013,8586,9879,819,851,856,916,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8466,8650,859,759,916,855,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8668,8456,905,850,944,874,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,10252,10172,821,750,866,837,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,1
2012/2013,10260,9798,743,871,782,919,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,10194,8659,798,812,835,878,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,3
2012/2013,8455,8654,802,893,836,935,2,1,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8472,9850,779,817,829,877,2,1,2,2,2,3,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,2
2012/2013,8528,10261,832,788,895,838,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8659,9825,869,805,931,841,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10194,10252,761,807,843,871,3,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,1
2012/2013,9798,8466,763,735,842,785,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8455,8472,819,890,885,937,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,9850,10003,785,779,860,829,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
2012/2013,10172,8528,774,802,834,845,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8586,8668,840,854,881,918,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10260,8456,889,874,950,931,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8650,8654,796,846,831,904,2,1,2,2,2,2,2,2,1,3,2,2,1,2,2,2,3,2,2,2,3,2,3
2012/2013,10261,9879,822,843,851,899,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2012/2013,9798,8472,818,741,884,777,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10252,8650,871,750,916,837,2,1,2,2,2,3,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8472,10260,881,824,944,883,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,2
2012/2013,8456,10261,825,881,887,942,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
2012/2013,8528,9850,786,783,827,839,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,9879,10172,819,845,864,861,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8668,10194,821,852,883,882,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,10003,8586,855,789,910,859,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
2012/2013,8654,8659,795,800,837,827,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,1
2012/2013,9825,9798,757,870,785,931,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,3
2012/2013,9879,8650,878,804,918,840,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,9798,8456,863,758,933,800,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10172,10261,826,819,887,866,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8472,8466,766,824,853,887,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,3
2012/2013,10194,8586,861,801,926,869,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,1
2012/2013,9850,8659,800,782,853,829,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2012/2013,8668,8654,804,844,838,868,2,1,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,9825,8528,786,872,834,931,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,3
2012/2013,10252,8455,878,754,936,842,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2
2012/2013,10260,10003,787,893,858,948,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8586,10252,762,861,832,922,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8528,8668,833,777,863,823,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8466,9879,808,824.5299233,851,862,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,10261,10260,875,815,918,884,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2012/2013,8455,9850,787,878,828,929,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8659,10172,800,791,863,834,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,10003,9798,772,779,814,854,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,1
2012/2013,8650,10194,816,836,878,907,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2012/2013,8456,8472,810,885,877,951,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2012/2013,10261,9825,869,817,933,892,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2012/2013,8528,10252,775,792,857,847,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,10003,9879,807,798,863,848,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
2012/2013,8659,10260,876,793,929,844,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,8456,9850,787,889,830,953,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
2012/2013,8654,9798,772,808,814,843,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
2012/2013,8466,10194,810,824.5299233,869,822,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,8586,8472,814,854,876,922,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8455,8668,835,905,870,941,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,8650,10172,813,843,867,903,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
2012/2013,10194,8456,899,803,930,852,2,1,2,2,2,2,2,1,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
2012/2013,9825,8466,790,877,839,931,2,1,2,2,2,2,2,1,2,3,2,1,1,1,2,2,2,2,1,2,3,2,1
2012/2013,10252,10003,817,752,855,846,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2012/2013,9798,8586,861,767,912,799,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2012/2013,9879,8659,788,798,834,856,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,3,2,3
2012/2013,9850,8654,785,785,820,846,3,1,3,2,2,3,1,2,1,3,2,3,1,3,2,2,3,2,2,2,3,2,2
